"Product Name","ASIN","Ownership Type","Ownership Subtype"
"The Adventures of Alexander Von Humboldt (Pantheon Graphic Library)","1524747378","Not Interested","GR"
"All The Answers","1501166433","Not Interested","GR"
"One of the Boys: A Novel","1501156160","Not Interested","GR"
"Mrs. Fletcher: A Novel","1501144022","Not Interested","GR"
"Zero K: A Novel","1501135392","Not Interested","GR"
"Heartland: A Memoir of Working Hard and Being Broke in the Richest Country on Earth","1501133098","Not Interested","GR"
"Loner: A Novel","1501107895","Not Interested","GR"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","Not Interested","GR"
"Roughneck","1476773998","Not Interested","GR"
"Racing the Rain: A Novel","1476769869","Not Interested","GR"
"The Mars Room: A Novel","1476756554","Not Interested","GR"
"The Dorito Effect: The Surprising New Truth About Food and Flavor","1476724210","Not Interested","GR"
"The Children's Crusade: A Novel","1476710457","Not Interested","GR"
"Goodbye, Vitamin","1471159485","Not Interested","GR"
"Two Hours: The Quest to Run the Impossible Marathon","145168584X","Not Interested","GR"
"Faster Road Racing: 5K to Half Marathon","1450470459","Not Interested","GR"
"Point Omega: A Novel","1439169950","Not Interested","GR"
"Enter Night: Metallica: The Biography","1409112950","Not Interested","GR"
"Salt Sugar Fat: How the Food Giants Hooked Us","1400069807","Not Interested","GR"
"The Power of Habit: Why We Do What We Do in Life and Business","1400069289","Not Interested","GR"
"Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef","140006872X","Not Interested","GR"
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","1400067553","Not Interested","GR"
"The Thousand Autumns of Jacob De Zoet, A Novel","1400065453","Not Interested","GR"
"The Immortal Life of Henrietta Lacks","1400052173","Not Interested","GR"
"Beloved: Pulitzer Prize Winner","1400033411","Not Interested","GR"
"The Secret History","1400031702","Not Interested","GR"
"African Samurai: The True Story of Yasuke, a Legendary Black Warrior in Feudal Japan","1335007784","Not Interested","GR"
"Maybe You Should Talk To Someone: A Therapist, HER Therapist, and Our Lives Revealed","1328662055","Not Interested","GR"
"Fire and Fury: Inside the Trump White House","1250158060","Not Interested","GR"
"Northmen: The Viking Saga, AD 793-1241","1250106141","Not Interested","GR"
"Marathon Man: My 26.2-Mile Journey from Unknown Grad Student to the Top of the Running World","1250016983","Not Interested","GR"
"The Nix: A novel","110194661X","Not Interested","GR"
"Field Guide To The North American Family","0977985091","Not Interested","GR"
"Running & Being: The Total Experience","0966631803","Not Interested","GR"
"Factotum","0876852630","Not Interested","GR"
"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine","0875964575","Not Interested","GR"
"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine","0875964575","Not Interested","NI"
"Howl and Other Poems (City Lights Pocket Poets Series)","0872863107","Not Interested","GR"
"Black Hawk Down: A Story of Modern War","0871137380","Not Interested","GR"
"10:04: A Novel","0865478104","Not Interested","GR"
"Who Is Rich?: A Novel","0812997980","Not Interested","GR"
"Lake Success: A Novel","0812997417","Not Interested","GR"
"Thunder & Lightning: Weather Past, Present, Future","0812993179","Not Interested","GR"
"The Largesse of the Sea Maiden: Stories","0812988639","Not Interested","GR"
"The Age of Miracles","0812983602","Not Interested","GR"
"The Sorrows of Young Werther (Modern Library Classics)","0812969901","Not Interested","GR"
"Running with Raven: The Amazing Story of One Man, His Passion, and the Community He Inspired","0806538422","Not Interested","GR"
"The Castle","0805211063","Not Interested","GR"
"We Sinners: A Novel","0805095330","Not Interested","GR"
"Being Mortal: Medicine and What Matters in the End","0805095152","Not Interested","GR"
"Night School","0804192979","Not Interested","GR"
"Personal (Jack Reacher)","0804178747","Not Interested","GR"
"The Martian: A Novel","0804139024","Not Interested","GR"
"Olympic Collision: The Story of Mary Decker and Zola Budd","0803290845","Not Interested","GR"
"History of Wolves: A Novel","0802125875","Not Interested","GR"
"Whose Puck Is It, Anyway?: A Season with a Minor Novice Hockey Team","0771007809","Not Interested","GR"
"Run Faster from the 5K to the Marathon: How to Be Your Own Best Coach","0767928229","Not Interested","GR"
"At Home: A Short History of Private Life","0767919386","Not Interested","GR"
"Treasure Island (Kingfisher Classics)","0753453800","Not Interested","GR"
"Barkskins: A Novel","0743288785","Not Interested","GR"
"Benjamin Franklin: An American Life","074325807X","Not Interested","GR"
"Chi Running: A Revolutionary Approach to Effortless, Injury-Free Running","074325144X","Not Interested","GR"
"Chi Running: A Revolutionary Approach to Effortless, Injury-Free Running","074325144X","Not Interested","LR"
"Not Available","0739467352","Not Interested","GR"
"The Parade","0735277524","Not Interested","GR"
"99: Stories of the Game","0735232628","Not Interested","GR"
"You're on an Airplane: A Self-Mythologizing Memoir","0735218196","Not Interested","GR"
"Range: Why Generalists Triumph in a Specialized World","0735214484","Not Interested","GR"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","Not Interested","GR"
"The Rum Diary: A Novel","0684856476","Not Interested","GR"
"The Rum Diary: A Novel","0684856476","Not Interested","NI"
"Tender Is the Night (Cover May Vary)","068480154X","Not Interested","GR"
"The Order of Things: An Archaeology of the Human Sciences","0679753354","Not Interested","GR"
"All the Pretty Horses (The Border Trilogy, Book 1)","0679744398","Not Interested","GR"
"Darkness Visible: A Memoir of Madness","0679736395","Not Interested","GR"
"American Psycho","0679735771","Not Interested","GR"
"Notes from Underground (Vintage Classics)","067973452X","Not Interested","GR"
"The Rise & Fall of Great Powers","0679643656","Not Interested","GR"
"The Idiot (Modern Library Classics)","0679642420","Not Interested","GR"
"End Zone","0671820125","Not Interested","GR"
"The Outsiders","0670532576","Not Interested","GR"
"The Girl with the Dragon Tattoo: Book One Of The Millenium Trilogy (Millennium Series)","0670069019","Not Interested","GR"
"A Tale for the Time Being (ALA Notable Books for Adults)","0670026638","Not Interested","GR"
"Every Love Story Is a Ghost Story: A Life of David Foster Wallace","0670025925","Not Interested","GR"
"When the Killing's Done: A Novel","0670022322","Not Interested","GR"
"The Grapes of Wrath: 75th Anniversary Edition","067001690X","Not Interested","GR"
"Extremely Loud And Incredibly Close: A Novel","0618711651","Not Interested","GR"
"The Perfect Mile: Three Athletes, One Goal, and Less Than Four Minutes to Achieve It","0618562095","Not Interested","GR"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","0609608444","Not Interested","GR"
"Make Me: 20 (Jack Reacher)","0593073894","Not Interested","GR"
"The Affair","0593065700","Not Interested","GR"
"Gone Tomorrow","0593057058","Not Interested","GR"
"The Unbearable Lightness of Being","0571224385","Not Interested","GR"
"Evicted: Poverty and Profit in the American City","0553447432","Not Interested","GR"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","0553418815","Not Interested","GR"
"The House of the Spirits: A Novel","0553383809","Not Interested","GR"
"A Brief History of Time","0553380168","Not Interested","GR"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","Not Interested","GR"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","0547569653","Not Interested","GR"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","Not Interested","GR"
"Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World","0544236041","Not Interested","GR"
"How Not to Die Alone","0525539883","Not Interested","GR"
"Stillness Is the Key","0525538585","Not Interested","GR"
"My Year of Rest and Relaxation: A Novel","0525522131","Not Interested","GR"
"The River: A novel","0525521879","Not Interested","GR"
"The Fault in Our Stars","0525478817","Not Interested","GR"
"Kitchens of the Great Midwest: A Novel","052542914X","Not Interested","GR"
"Killing Floor (Jack Reacher)","0515153656","Not Interested","GR"
"Running Blind (Jack Reacher)","0515143502","Not Interested","GR"
"Tripwire (Jack Reacher)","0515143073","Not Interested","GR"
"Die Trying (Jack Reacher)","0515142247","Not Interested","GR"
"Candide (Dover Thrift Editions)","0486266893","Not Interested","GR"
"Consider the Fork: A History of How We Cook and Eat","046502176X","Not Interested","GR"
"Atlas Shrugged","0452011876","Not Interested","GR"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","Not Interested","GR"
"I Am America (And So Can You!)","0446580503","Not Interested","GR"
"One Shot (Jack Reacher, No. 9)","0440246075","Not Interested","GR"
"The Hard Way (Jack Reacher)","0440246008","Not Interested","GR"
"Persuader (Jack Reacher)","0440245982","Not Interested","GR"
"The Call Of The Wild","0439227143","Not Interested","GR"
"Mockingjay (The Hunger Games)","0439023513","Not Interested","GR"
"Catching Fire (The Hunger Games)","0439023491","Not Interested","GR"
"Death of a Salesman","0435233076","Not Interested","GR"
"No Middle Name: The Complete Collected Jack Reacher Short Stories","0399593578","Not Interested","GR"
"Past Tense: A Jack Reacher Novel","0399593519","Not Interested","GR"
"The Midnight Line: A Jack Reacher Novel","0399593489","Not Interested","GR"
"Educated: A Memoir","0399590501","Not Interested","GR"
"Dave Hill Doesn't Live Here Anymore","0399166750","Not Interested","GR"
"Without Fail (Jack Reacher)","0399148612","Not Interested","GR"
"Echo Burning (Jack Reacher, No. 5)","0399147268","Not Interested","GR"
"Will My Cat Eat My Eyeballs?: Big Questions from Tiny Mortals About Death","039365270X","Not Interested","GR"
"The Driest Season: A Novel","0393634590","Not Interested","GR"
"Astrophysics for People in a Hurry","0393609391","Not Interested","GR"
"Good to Go: What the Athlete in All of Us Can Learn from the Strange Science of Recovery","0393357716","Not Interested","GR"
"The Death and Life of the Great Lakes","0393355551","Not Interested","GR"
"The Throwback Special: A Novel","0393353788","Not Interested","GR"
"Fools: Stories","039334889X","Not Interested","GR"
"Brewster: A Novel","0393348830","Not Interested","GR"
"Gulp: Adventures on the Alimentary Canal","0393348741","Not Interested","GR"
"Packing for Mars: The Curious Science of Life in the Void","0393339912","Not Interested","GR"
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","039333810X","Not Interested","GR"
"The Perfect Storm: A True Story of Men Against the Sea","0393337014","Not Interested","GR"
"Bonk: The Curious Coupling of Science and Sex","0393334791","Not Interested","GR"
"Running to the Edge: A Band of Misfits and the Guru Who Unlocked the Secrets of Speed","0385543743","Not Interested","GR"
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","0385542364","Not Interested","GR"
"In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette","0385535376","Not Interested","GR"
"Love, Dishonor, Marry, Die, Cherish, Perish: A Novel","038553521X","Not Interested","GR"
"Birdseye: The Adventures of a Curious Man","0385527055","Not Interested","GR"
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon","0385513534","Not Interested","GR"
"Station Eleven","0385353308","Not Interested","GR"
"Dept. of Speculation","0385350813","Not Interested","GR"
"The Invention of Nature: Alexander von Humboldt's New World","038535066X","Not Interested","GR"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","0385348711","Not Interested","GR"
"Cure: A Journey into the Science of Mind Over Body","0385348150","Not Interested","GR"
"Dataclysm: Who We Are (When We Think No One's Looking)","0385347375","Not Interested","GR"
"Never Go Back: A Jack Reacher Novel","0385344341","Not Interested","GR"
"61 Hours (Jack Reacher, Book 14)","0385340583","Not Interested","GR"
"Nothing to Lose (Jack Reacher, No. 12)","0385340567","Not Interested","GR"
"Bad Luck and Trouble (Jack Reacher, No. 11)","0385340559","Not Interested","GR"
"American Tabloid","037572737X","Not Interested","GR"
"A Raisin in the Sun","0375508333","Not Interested","GR"
"Rusty Brown (Pantheon Graphic Library)","0375424326","Not Interested","GR"
"The Information: A History, a Theory, a Flood","0375423729","Not Interested","GR"
"The Brothers Karamazov","0374528373","Not Interested","GR"
"Thinking, Fast and Slow","0374275637","Not Interested","GR"
"Severance: A Novel","0374261598","Not Interested","GR"
"Purity: A Novel","0374239215","Not Interested","GR"
"The Marriage Plot: A Novel","0374203059","Not Interested","GR"
"A Manual for Cleaning Women: Selected Stories","0374202397","Not Interested","GR"
"Impossible Owls: Essays","0374175330","Not Interested","GR"
"Freedom: A Novel","0374158460","Not Interested","GR"
"Paris, I Love You but You're Bringing Me Down","0374146683","Not Interested","GR"
"Early Work: A Novel","0374146128","Not Interested","GR"
"Amazing Decisions: The Illustrated Guide to Improving Business Deals and Family Meals","0374103763","Not Interested","GR"
"Me Talk Pretty One Day","0349113912","Not Interested","GR"
"Brief Interviews With Hideous Men","034911188X","Not Interested","GR"
"Weather (Vintage Contemporaries)","0345806905","Not Interested","GR"
"Anna Karenina (Movie Tie-in Edition): Official Tie-in Edition (Vintage Classics)","0345803922","Not Interested","GR"
"Running With the Kenyans: Passion, Adventure, and the Secrets of the Fastest People on Earth","0345528794","Not Interested","GR"
"Ill Will: A Novel","0345476042","Not Interested","GR"
"Not Available","0330369954","Not Interested","GR"
"Guantánamo Diary: Restored Edition","0316517887","Not Interested","GR"
"The Dinner Party: Stories","031646595X","Not Interested","GR"
"North: Finding My Way While Running the Appalachian Trail","0316433799","Not Interested","GR"
"Today Will Be Different","0316403431","Not Interested","GR"
"What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen","0316356549","Not Interested","GR"
"A Calling for Charlie Barnes","0316333530","Not Interested","GR"
"Sweetness #9","0316278777","Not Interested","GR"
"The Recovering: Intoxication and Its Aftermath","0316259616","Not Interested","GR"
"Where'd You Go, Bernadette: A Novel","0316204277","Not Interested","GR"
"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery","0316182346","Not Interested","GR"
"Life After Life: A Novel","0316176486","Not Interested","GR"
"This Bright River: A Novel","0316129313","Not Interested","GR"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","0316055433","Not Interested","GR"
"The Unnamed","0316034010","Not Interested","GR"
"Outliers: The Story of Success","0316017922","Not Interested","GR"
"Blink: The Power of Thinking Without Thinking","0316010669","Not Interested","GR"
"Middlesex: A Novel","0312422156","Not Interested","GR"
"Middlesex: A Novel","0312422156","Not Interested","NI"
"The Dog Stars","0307959945","Not Interested","GR"
"You May Also Like: Taste in an Age of Endless Choice","0307958248","Not Interested","GR"
"The Accidental Universe: The World You Thought You Knew","0307908585","Not Interested","GR"
"A Wanted Man: A Jack Reacher Novel","0307749606","Not Interested","GR"
"Natural Born Heroes: How a Daring Band of Misfits Mastered the Lost Secrets of Strength and Endurance","0307594963","Not Interested","GR"
"A Visit from the Goon Squad","0307592839","Not Interested","GR"
"Wild: From Lost to Found on the Pacific Crest Trail","0307592731","Not Interested","GR"
"Gone Girl","0307588378","Not Interested","GR"
"Dead Wake: The Last Crossing of the Lusitania","0307408868","Not Interested","GR"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","0307352145","Not Interested","GR"
"The Road","0307265439","Not Interested","GR"
"Breath: The New Science of a Lost Art","0241289122","Not Interested","GR"
"War and Peace (Oxford World's Classics)","0192833987","Not Interested","GR"
"The Name of the Rose: including the Author's Postscript","0156001314","Not Interested","GR"
"My American Unhappiness","0151013446","Not Interested","GR"
"The Color Purple: A Novel","0143135694","Not Interested","GR"
"The New Me","0143133608","Not Interested","GR"
"Frankenstein: The 1818 Text (Penguin Classics)","0143131842","Not Interested","GR"
"White Noise: (Penguin Orange Collection)","0143129554","Not Interested","GR"
"The Odyssey (Penguin Classics)","0143039954","Not Interested","GR"
"Gravity's Rainbow (Penguin Classics Deluxe Edition)","0143039946","Not Interested","GR"
"The Adventures of Tom Sawyer (Penguin Classics)","0143039563","Not Interested","GR"
"The Scarlet Letter","0142437263","Not Interested","GR"
"Moby-Dick or, The Whale (Penguin Classics)","0142437247","Not Interested","GR"
"Cannery Row: (Centennial Edition)","014200068X","Not Interested","GR"
"East of Eden (Oprah Book Club Series)","0142000655","Not Interested","GR"
"A Tale of Two Cities (Penguin Classics)","0141439602","Not Interested","GR"
"Prisoner of Zenda, the (Penguin Popular Classics)","0140621318","Not Interested","GR"
"The Count of Monte Cristo (Penguin Classics)","0140449264","Not Interested","GR"
"The Red and the Black (Penguin Classics)","0140447644","Not Interested","GR"
"The Recognitions (Penguin Classics)","0140187081","Not Interested","GR"
"The Recognitions (Penguin Classics)","0140187081","Not Interested","NI"
"A Farewell To Arms","0099910101","Not Interested","GR"
"Who Moved My Cheese","0091883768","Not Interested","GR"
"The Relive Box and Other Stories","0062673394","Not Interested","GR"
"Commonwealth","0062491792","Not Interested","GR"
"Notorious RBG: The Life and Times of Ruth Bader Ginsburg","0062415832","Not Interested","GR"
"The Harder They Come: A Novel","0062390716","Not Interested","GR"
"Capture: Unraveling the Mystery of Mental Suffering","0062388517","Not Interested","GR"
"The Weather Machine: A Journey Inside the Forecast","0062368613","Not Interested","GR"
"The Terranauts: A Novel","0062349406","Not Interested","GR"
"Sapiens: A Brief History of Humankind","0062316117","Not Interested","GR"
"Beautiful Ruins: A Novel","0061928127","Not Interested","GR"
"We Live in Water: Stories","0061926620","Not Interested","GR"
"The Financial Lives of the Poets","0061916048","Not Interested","GR"
"Radioactive: Marie & Pierre Curie: A Tale of Love and Fallout","0061351326","Not Interested","GR"
"Savage Inequalities: Children in America's Schools","0060974990","Not Interested","GR"
"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)","0060899220","Not Interested","GR"
"Genome: The Autobiography of a Species in 23 Chapters","0060894083","Not Interested","GR"
"Billy Lynn's Long Halftime Walk: A Novel","0060885599","Not Interested","GR"
"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary","0060839783","Not Interested","GR"
"Fast Food Nation: The Dark Side of the All-American Meal","0060838582","Not Interested","GR"
"Zen and the Art of Motorcycle Maintenance: An Inquiry into Values","0060589469","Not Interested","GR"
"ANGELA S ASHES PB","0007205236","Not Interested","GR"
"One Summer: America, 1927","B00C8S9VKM","Item Owner","PublicLibraryLending"
"Not Available","B0DWTVHT8T","Not Interested","GR"
"Not Available","B0D7LQMF4N","Not Interested","GR"
"Anne Frank: The Diary of a Young Girl By Anne Frank","B007Z332A0","Not Interested","GR"
"Fahrenheit 451: A Novel","B0064CPN7I","Not Interested","GR"
"The Silence: A Novel","1982164557","Not Interested","GR"
"The Finisher (A Detective Peter Diamond Mystery)","1641291818","Not Interested","GR"
"Belfry Hockey","1629378011","Not Interested","GR"
"We Ride Upon Sticks: A Novel","1524748099","Not Interested","GR"
"Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding","1524746983","Not Interested","GR"
"All the Light We Cannot See","1476746583","Not Interested","GR"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","1400064163","Not Interested","GR"
"Project Hail Mary: A Novel","0593135202","Not Interested","GR"
"The Hunger Games","0439023483","Not Interested","GR"
"A Children's Bible: A Novel","0393867382","Not Interested","GR"
"A Clockwork Orange","0393341763","Not Interested","GR"
"Pizza Girl: A Novel","038554572X","Not Interested","GR"
"The Catcher in the Rye","0316769177","Not Interested","GR"
"Nick","0316529761","Not Interested","GR"
"Of Mice and Men (Steinbeck Centennial Edition)","0142000671","Not Interested","GR"
"Lord of the Flies (Penguin Great Books of the 20th Century)","0140283331","Not Interested","GR"
"Wobble to Death","0140055576","Not Interested","GR"
"Leave the World Behind: A Read with Jenna Pick","0062667637","Not Interested","GR"
"To Kill a Mockingbird","0060935464","Not Interested","GR"
"The Finisher (A Detective Peter Diamond Mystery Book 19)","B081Y4J7LD","Item Owner","PublicLibraryLending"
"Transcendent Kingdom: A Read with Jenna Pick: A novel","B07ZC6W6SV","Item Owner","PublicLibraryLending"
"Sprinting Through No Man's Land: Endurance, Tragedy, and Rebirth in the 1919 Tour de France","B08DHSFM4Q","Not Interested","RC"
"You Never Forget Your First: A Biography of George Washington","B07TPFTG1S","Item Owner","PublicLibraryLending"
"Leave the World Behind: A Read with Jenna Pick","B083JKGK15","Item Owner","PublicLibraryLending"
"The Office of Historical Corrections: A Novella and Stories","B084V823SR","Item Owner","PublicLibraryLending"
"The Kingdom: A novel","B08478T2CK","Item Owner","PublicLibraryLending"
"A Children's Bible: A Novel","B07ZTTH5VD","Item Owner","PublicLibraryLending"
"Pizza Girl: A Novel","B07YRWHGYD","Item Owner","PublicLibraryLending"
"Interior Chinatown: A Novel (National Book Award Winner)","B07R5KC59C","Item Owner","PublicLibraryLending"
"I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban","B00CH3DBNQ","Item Owner","PublicLibraryLending"
"The Power Within: Discovering the Path to Elite Goaltending","B00O2RPEE4","Item Owner","KindleUnlimited"
"It's Not About You: A Brief Guide to a Meaningful Life","B082BHDYWS","Item Owner","KindleUnlimited"
"It's Not About You: A Brief Guide to a Meaningful Life","B07YXSLVX7","Item Owner","KindleUnlimited"
"This Van Could Be Your Life","B082BJMVKR","Item Owner","KindleUnlimited"
"This Van Could Be Your Life","B07YXS82KD","Item Owner","KindleUnlimited"
"Practical Stoicism: Exercises for Doing the Right Thing Right Now","B0764BV94D","Item Owner","KindleUnlimited"
"366 Stoic Quotes: A Year Of Stoicism From Ancient And Modern Stoics - A Daily Guide Of Stoic Meditations","B081ZXQB52","Item Owner","KindleUnlimited"
"When We Were Vikings","B07THQLGBT","Item Owner","PublicLibraryLending"
"The Glass Hotel: A novel","B07RL58ZDG","Not Interested","RC"
"Hamnet","B07ZN51NL3","Item Owner","PublicLibraryLending"
"The China Study Quick & Easy Cookbook: Cook Once, Eat All Week with Whole Food, Plant-Based Recipes","B00U27BMT4","Item Owner","PublicLibraryLending"
"A Journal of the Plague Year, written by a citizen who continued all the while in London","B0084B57VO","Item Owner","PublicLibraryLending"
"The Pull of the Stars: A Novel","B086JN68M6","Item Owner","PublicLibraryLending"
"The Darwin Affair: A Novel","B07GNX99VJ","Item Owner","PublicLibraryLending"
"Blue Moon: A Jack Reacher Novel","B07NCNVZ5P","Item Owner","PublicLibraryLending"
"Worth Dying For: A Jack Reacher Novel","B003EY7IWC","Item Owner","PublicLibraryLending"
"The Affair: A Jack Reacher Novel","B004P8JPS6","Item Owner","PublicLibraryLending"
"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life","B07THBZ4VD","Item Owner","PublicLibraryLending"
"61 Hours: A Reacher Novel (Jack Reacher Book 14)","B0036S4CWA","Item Owner","PublicLibraryLending"
"Gone Tomorrow: A Jack Reacher Novel","B001NLL8LA","Item Owner","PublicLibraryLending"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","B07TRVW6VX","Item Owner","PublicLibraryLending"
"So You Want to Talk About Race","B07QBNKJTZ","Not Interested","RC"
"Nothing to Lose: A Jack Reacher Novel","B000YJ54DU","Item Owner","PublicLibraryLending"
"Bad Luck and Trouble: A Jack Reacher Novel","B000QCQ8Y4","Item Owner","PublicLibraryLending"
"The Hard Way: A Reacher Novel (Jack Reacher Book 10)","B000GCFG7E","Item Owner","PublicLibraryLending"
"One Shot: A Reacher novel (Jack Reacher Book 9)","B000FCK5PI","Item Owner","PublicLibraryLending"
"Persuader: A Jack Reacher Novel","B000FBJDF2","Item Owner","PublicLibraryLending"
"The Enemy: A Reacher Novel (Jack Reacher Book 8)","B000FC1MBO","Item Owner","PublicLibraryLending"
"The Lager Queen of Minnesota: A Novel","B07L2J8P4S","Item Owner","PublicLibraryLending"
"The People of Sparks (The City of Ember Book 2)","B000FC1R1O","Item Owner","PublicLibraryLending"
"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed","B07BZ4F75T","Item Owner","PublicLibraryLending"
"Weather: A novel","B077WWXZ41","Item Owner","PublicLibraryLending"
"The Prophet of Yonwood (The City of Ember Book 4)","B000QCS932","Item Owner","PublicLibraryLending"
"Lee Child's Jack Reacher Books 1-6","B004DI7JNG","Item Owner","PublicLibraryLending"
"Tripwire (Jack Reacher Book 3)","B001FXK8XU","Item Owner","PublicLibraryLending"
"Grant","B06W2J89PV","Item Owner","PublicLibraryLending"
"Killing Floor (Jack Reacher, Book 1)","B000OZ0NXA","Item Owner","PublicLibraryLending"
"Knife: A Harry Hole Novel (12)","B07JDX5LF6","Item Owner","PublicLibraryLending"
"Dave Hill Doesn't Live Here Anymore","B01EXBB9EM","Item Owner","Purchase"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts","B00GHYCH0O","Item Owner","KindleUnlimited"
"Sing, Unburied, Sing: A Novel","B072QC83QZ","Item Owner","Purchase"
"The Gene: An Intimate History","B01D3BXLP8","Item Owner","Purchase"
"Pachinko","B01MU4SLKN","Item Owner","Purchase"
"$2.00 A Day: Living on Almost Nothing in America","B00QPHNUFO","Item Owner","Prime"
"Asymmetry: A Novel","B074ZDRGBC","Item Owner","PublicLibraryLending"
"The Winter Soldier","B078W5XGZD","Item Owner","PublicLibraryLending"
"Asymmetry: A Novel","B0786SZL5V","Not Interested","RC"
"Noir: A Darkly Humorous Mystery with a Touch of the Supernatural in Post-WWII San Francisco","B07192GP7F","Item Owner","PublicLibraryLending"
"Winter Loon: A Novel","B07BDKJVWS","Not Interested","RC"
"The Coaching Mindset: 8 Ways to Think Like a Coach","B0143V938Q","Item Owner","Prime"
"Introducing Quantum Theory: A Graphic Guide (Graphic Guides)","B00KFEK0I8","Item Owner","Prime"
"Darkness Visible: A Memoir of Madness","B00BBPVYUS","Item Owner","PublicLibraryLending"
"Essential Elements for Band – Percussion/Keyboard Book 2 with EEi Access | Percussion and Keyboard Method Songbook and Sheet Music for School Band ... Band Method (Percussion, Book 2)","0634013017","Item Owner","Purchase"
"Instant Pot® Electric Pressure Cooker Cookbook (An Authorized Instant Pot® Cookbook): Quick & Easy Recipes for Everyday Eating","B01NAH8U2R","Item Owner","PublicLibraryLending"
"Feeling Good: Overcome Depression and Anxiety with Proven Techniques","B009UW5X4C","Item Owner","PublicLibraryLending"
"Percy Jackson and the Olympians, Book Four: The Battle of the Labyrinth","B00280LYIM","Item Owner","PublicLibraryLending"
"Leonardo da Vinci","B071Y385Q1","Item Owner","PublicLibraryLending"
"Marathon (A Jonathan Stride Novel Book 8)","B01LXZZ1L5","Item Owner","PublicLibraryLending"
"Bodyweight Strength Training: 12 Weeks to Build Muscle and Burn Fat","B077MW3P57","Item Owner","KindleUnlimited"
"Patient H.M.: A Story of Memory, Madness, and Family Secrets","B01208O00K","Item Owner","PublicLibraryLending"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01CWZFBZ4","Item Owner","PublicLibraryLending"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - The Essential Quick and Simple Plant Based Cookbook for the Everyday Home (Vegan Instant Pot Recipes)","B076FVTJ2K","Item Owner","KindleUnlimited"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - Quick, Easy, & Healthy Mediterranean Plant Based Recipes (Vegan Instant Pot Recipes)","B0785RD48N","Item Owner","KindleUnlimited"
"Instant Pot Electric Pressure Cooker Cookbook: Top 500 Chef-Proved Super Quick, Easy And Delicious Instant Pot Recipes For Weight Loss And Overall Health(Low Carb Ketogenic Diet Instant Pot Cookbook)","B079JSYK92","Item Owner","KindleUnlimited"
"The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World - and Us","B01KE61LPW","Item Owner","PublicLibraryLending"
"18 and Life on Skid Row","B00NLLYN4Y","Item Owner","PublicLibraryLending"
"Astrophysics for People in a Hurry (Astrophysics for People in a Hurry Series)","B01MAWT2MO","Item Owner","PublicLibraryLending"
"The Last Days of Night: A Novel","B01A4AXM3W","Item Owner","PublicLibraryLending"
"The Geography of Genius: A Search for the World's Most Creative Places from Ancient Athens to Silicon Valley (Creative Lessons in History)","B00UDCJ18M","Item Owner","PublicLibraryLending"
"Who Is Rich?: A Novel","B01M3413A8","Item Owner","PublicLibraryLending"
"Waiting for Godot: A Tragicomedy in Two Acts (Beckett, Samuel)","B008UX3QU0","Item Owner","PublicLibraryLending"
"Camino Island: A Novel","B01N2ABE60","Item Owner","PublicLibraryLending"
"Commonwealth: A Novel","B019C40Z7M","Item Owner","PublicLibraryLending"
