"Product Name","ASIN","Author Name"
"Beautiful Ruins: A Novel","0061928127","Walter, Jess"
"We Live in Water: Stories","0061926620","Walter, Jess"
"The Financial Lives of the Poets","0061916048","Walter, Jess"
"Radioactive: Marie & Pierre Curie: A Tale of Love and Fallout","0061351326","Redniss, Lauren"
"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)","0060899220","Bourdain, Anthony"
"Genome: The Autobiography of a Species in 23 Chapters","0060894083","Ridley, Matt"
"Billy Lynn's Long Halftime Walk: A Novel","0060885599","Fountain, Ben"
"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary","0060839783","Simon Winchester"
"Fast Food Nation: The Dark Side of the All-American Meal","0060838582","Schlosser, Eric"
"Zen and the Art of Motorcycle Maintenance: An Inquiry into Values","0060589469","Pirsig, Robert M"
"ANGELA S ASHES PB","0007205236","McCourt, Frank"
"One Summer: America, 1927","B00C8S9VKM","Bryson, Bill"
"Anne Frank: The Diary of a Young Girl By Anne Frank","B007Z332A0","Frank, Anne"
"Fahrenheit 451: A Novel","B0064CPN7I","Bradbury, Ray"
"The Silence: A Novel","1982164557","DeLillo, Don"
"The Finisher (A Detective Peter Diamond Mystery)","1641291818","Lovesey, Peter"
"Belfry Hockey","1629378011","Belfry, Darryl"
"Belfry Hockey","1629378011","Powers, Scott"
"We Ride Upon Sticks: A Novel","1524748099","Barry, Quan"
"Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding","1524746983","Lieberman, Daniel"
"All the Light We Cannot See","1476746583","Doerr, Anthony"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","1400064163","Hillenbrand, Laura"
"Project Hail Mary: A Novel","0593135202","Weir, Andy"
"The Hunger Games","0439023483","Collins, Suzanne"
"A Children's Bible: A Novel","0393867382","Millet, Lydia"
"A Clockwork Orange","0393341763","Burgess, Anthony"
"Pizza Girl: A Novel","038554572X","Frazier, Jean Kyoung"
"The Catcher in the Rye","0316769177","J. D. Salinger"
"Nick","0316529761","Smith, Michael Farris"
"Of Mice and Men (Steinbeck Centennial Edition)","0142000671","Steinbeck, John"
"Leave the World Behind: A Read with Jenna Pick","0062667637","Alam, Rumaan"
"To Kill a Mockingbird","0060935464","Lee, Harper"
"The Finisher (A Detective Peter Diamond Mystery Book 19)","B081Y4J7LD","Lovesey, Peter"
"Transcendent Kingdom: A Read with Jenna Pick: A novel","B07ZC6W6SV","Gyasi, Yaa"
"Sprinting Through No Man's Land: Endurance, Tragedy, and Rebirth in the 1919 Tour de France","B08DHSFM4Q","Dobkin, Adin"
"You Never Forget Your First: A Biography of George Washington","B07TPFTG1S","Coe, Alexis"
"Leave the World Behind: A Read with Jenna Pick","B083JKGK15","Alam, Rumaan"
"The Office of Historical Corrections: A Novella and Stories","B084V823SR","Evans, Danielle"
"The Kingdom: A novel","B08478T2CK","Nesbo, Jo"
"A Children's Bible: A Novel","B07ZTTH5VD","Millet, Lydia"
"Pizza Girl: A Novel","B07YRWHGYD","Frazier, Jean Kyoung"
"Interior Chinatown: A Novel (National Book Award Winner)","B07R5KC59C","Yu, Charles"
"I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban","B00CH3DBNQ","Yousafzai, Malala"
"The Power Within: Discovering the Path to Elite Goaltending","B00O2RPEE4","Goldman, Justin"
"The Power Within: Discovering the Path to Elite Goaltending","B00O2RPEE4","Valley, Mike"
"It's Not About You: A Brief Guide to a Meaningful Life","B082BHDYWS","Tom Rath"
"It's Not About You: A Brief Guide to a Meaningful Life","B07YXSLVX7","Rath, Tom"
"This Van Could Be Your Life","B082BJMVKR","Mishka Shubaly"
"This Van Could Be Your Life","B07YXS82KD","Shubaly, Mishka"
"Practical Stoicism: Exercises for Doing the Right Thing Right Now","B0764BV94D","Freeman, Grey"
"366 Stoic Quotes: A Year Of Stoicism From Ancient And Modern Stoics - A Daily Guide Of Stoic Meditations","B081ZXQB52","Clavell, Alexander"
"When We Were Vikings","B07THQLGBT","MacDonald, Andrew David"
"The Glass Hotel: A novel","B07RL58ZDG","Mandel, Emily St. John"
"Hamnet","B07ZN51NL3","O'Farrell, Maggie"
"The China Study Quick & Easy Cookbook: Cook Once, Eat All Week with Whole Food, Plant-Based Recipes","B00U27BMT4","Sroufe, Del"
"A Journal of the Plague Year, written by a citizen who continued all the while in London","B0084B57VO","Defoe, Daniel"
"The Pull of the Stars: A Novel","B086JN68M6","Donoghue, Emma"
"The Darwin Affair: A Novel","B07GNX99VJ","Mason, Tim"
"Blue Moon: A Jack Reacher Novel","B07NCNVZ5P","Child, Lee"
"Worth Dying For: A Jack Reacher Novel","B003EY7IWC","Child, Lee"
"The Affair: A Jack Reacher Novel","B004P8JPS6","Child, Lee"
"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life","B07THBZ4VD","Miller, Lulu"
"61 Hours: A Reacher Novel (Jack Reacher Book 14)","B0036S4CWA","Child, Lee"
"Gone Tomorrow: A Jack Reacher Novel","B001NLL8LA","Child, Lee"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","B07TRVW6VX","Larson, Erik"
"So You Want to Talk About Race","B07QBNKJTZ","Oluo, Ijeoma"
"Nothing to Lose: A Jack Reacher Novel","B000YJ54DU","Child, Lee"
"Bad Luck and Trouble: A Jack Reacher Novel","B000QCQ8Y4","Child, Lee"
"The Hard Way: A Reacher Novel (Jack Reacher Book 10)","B000GCFG7E","Child, Lee"
"One Shot: A Reacher novel (Jack Reacher Book 9)","B000FCK5PI","Child, Lee"
"Persuader: A Jack Reacher Novel","B000FBJDF2","Child, Lee"
"The Enemy: A Reacher Novel (Jack Reacher Book 8)","B000FC1MBO","Child, Lee"
"The Lager Queen of Minnesota: A Novel","B07L2J8P4S","Stradal, J. Ryan"
"The People of Sparks (The City of Ember Book 2)","B000FC1R1O","DuPrau, Jeanne"
"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed","B07BZ4F75T","Gottlieb, Lori"
"Weather: A novel","B077WWXZ41","Offill, Jenny"
"The Prophet of Yonwood (The City of Ember Book 4)","B000QCS932","DuPrau, Jeanne"
"Lee Child's Jack Reacher Books 1-6","B004DI7JNG","Child, Lee"
"Tripwire (Jack Reacher Book 3)","B001FXK8XU","Child, Lee"
"Grant","B06W2J89PV","Chernow, Ron"
"Killing Floor (Jack Reacher, Book 1)","B000OZ0NXA","Child, Lee"
"Knife: A Harry Hole Novel (12)","B07JDX5LF6","Nesbo, Jo"
"Dave Hill Doesn't Live Here Anymore","B01EXBB9EM","Dave Hill"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts","B00GHYCH0O","Dan Lewis"
"Sing, Unburied, Sing: A Novel","B072QC83QZ","Jesmyn Ward"
"The Gene: An Intimate History","B01D3BXLP8","Siddhartha Mukherjee"
"Pachinko","B01MU4SLKN","Min Jin Lee"
"$2.00 A Day: Living on Almost Nothing in America","B00QPHNUFO","Edin, Kathryn J."
"$2.00 A Day: Living on Almost Nothing in America","B00QPHNUFO","Shaefer, H. Luke"
"Asymmetry: A Novel","B074ZDRGBC","Halliday, Lisa"
"The Winter Soldier","B078W5XGZD","Mason, Daniel"
"Asymmetry: A Novel","B0786SZL5V","Lisa Halliday"
"Noir: A Darkly Humorous Mystery with a Touch of the Supernatural in Post-WWII San Francisco","B07192GP7F","Moore, Christopher"
"Winter Loon: A Novel","B07BDKJVWS","Bernhard, Susan"
"The Coaching Mindset: 8 Ways to Think Like a Coach","B0143V938Q","Hall, Chad W. "
"Introducing Quantum Theory: A Graphic Guide (Graphic Guides)","B00KFEK0I8","McEvoy, J.P."
"Introducing Quantum Theory: A Graphic Guide (Graphic Guides)","B00KFEK0I8","Zarate, Oscar"
"Darkness Visible: A Memoir of Madness","B00BBPVYUS","Styron, William"
"Essential Elements for Band – Percussion/Keyboard Book 2 with EEi Access | Percussion and Keyboard Method Songbook and Sheet Music for School Band ... Band Method (Percussion, Book 2)","0634013017","Various"
"Instant Pot® Electric Pressure Cooker Cookbook (An Authorized Instant Pot® Cookbook): Quick & Easy Recipes for Everyday Eating","B01NAH8U2R","Quessenberry, Sara"
"Instant Pot® Electric Pressure Cooker Cookbook (An Authorized Instant Pot® Cookbook): Quick & Easy Recipes for Everyday Eating","B01NAH8U2R","Merker, Kate"
"Feeling Good: Overcome Depression and Anxiety with Proven Techniques","B009UW5X4C","Burns, David D. "
"Percy Jackson and the Olympians, Book Four: The Battle of the Labyrinth","B00280LYIM","Riordan, Rick"
"Leonardo da Vinci","B071Y385Q1","Isaacson, Walter"
"Marathon (A Jonathan Stride Novel Book 8)","B01LXZZ1L5","Freeman, Brian"
"Bodyweight Strength Training: 12 Weeks to Build Muscle and Burn Fat","B077MW3P57","Cardiello, Jay"
"Patient H.M.: A Story of Memory, Madness, and Family Secrets","B01208O00K","Dittrich, Luke"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01CWZFBZ4","Grann, David"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - The Essential Quick and Simple Plant Based Cookbook for the Everyday Home (Vegan Instant Pot Recipes)","B076FVTJ2K","Parker, Brandon"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - Quick, Easy, & Healthy Mediterranean Plant Based Recipes (Vegan Instant Pot Recipes)","B0785RD48N","Parker, Brandon"
"Instant Pot Electric Pressure Cooker Cookbook: Top 500 Chef-Proved Super Quick, Easy And Delicious Instant Pot Recipes For Weight Loss And Overall Health(Low Carb Ketogenic Diet Instant Pot Cookbook)","B079JSYK92","Leory, Melissa"
"The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World - and Us","B01KE61LPW","Prum, Richard O."
"18 and Life on Skid Row","B00NLLYN4Y","Bach, Sebastian"
"Astrophysics for People in a Hurry (Astrophysics for People in a Hurry Series)","B01MAWT2MO","de Grasse Tyson, Neil"
"The Last Days of Night: A Novel","B01A4AXM3W","Moore, Graham"
"The Geography of Genius: A Search for the World's Most Creative Places from Ancient Athens to Silicon Valley (Creative Lessons in History)","B00UDCJ18M","Weiner, Eric"
"Who Is Rich?: A Novel","B01M3413A8","Klam, Matthew"
"Waiting for Godot: A Tragicomedy in Two Acts (Beckett, Samuel)","B008UX3QU0","Beckett, Samuel"
"Camino Island: A Novel","B01N2ABE60","Grisham, John"
"Commonwealth: A Novel","B019C40Z7M","Patchett, Ann"
"The Vegetable Butcher: How to Select, Prep, Slice, Dice, and Masterfully Cook Vegetables from Artichokes to Zucchini","B00U0OBRS0","Mangini, Cara"
"I'm Just a Person","B015MNHTN0","Notaro, Tig"
"Janesville: An American Story (A Business Award-Winner)","B01MT2X3AD","Goldstein, Amy"
"All the Light We Cannot See: A Novel","B00DPM7TIG","Doerr, Anthony"
"So Sad Today: Personal Essays","B011J4H1NO","Broder, Melissa"
"A Spy's Guide to Thinking (Kindle Single)","B00XZCYHRW","Braddock, John"
"A Man Called Ove: A Novel","B00GEEB730","Backman, Fredrik"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts (Now I Know Series)","B00ESIQJTQ","Lewis, Dan"
"Pete Magill's 25 Keys to Running a Faster 5K","B01NCY6F1M","Magill, Pete"
"Chasing the Dragon: Running to Get High","B00E8RDFOE","Matthews, Mark"
"Between Two Worlds: Discovering New Realms of Goalie Development","B019HB3YZU","Goldman, Justin"
"The Passage: A Novel (Book One of The Passage Trilogy)","B003F3PM7A","Cronin, Justin"
"Wolf in White Van: A Novel","B00IWVELRC","Darnielle, John"
"The Sage Running Secret: A Guide to Speedy Ultras: How to run faster on any surface at any distance","B010J003F2","Canaday, Sage"
"Reinvent Yourself","B01NAM6W70","Altucher, James"
"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","B0166ISAS8","Vance, J. D."
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","B01A4ATV0A","Whitehead, Colson"
"Bartleby, the Scrivener A Story of Wall-Street","B000JML2Z6","Melville, Herman"
"Seveneves: A Novel","B00LZWV8JO","Stephenson, Neal"
"The Sixth Extinction: An Unnatural History","B00EGJE4G2","Kolbert, Elizabeth"
"The Secret History: A Novel (Vintage Contemporaries)","B005PRJT9Q","Tartt, Donna"
"Just Mercy: A Story of Justice and Redemption (One World Essentials)","B00JYWVYLY","Stevenson, Bryan"
"Year of No Sugar: A Memoir","B00IT6C2SU","Schaub, Eve O."
"Dead Wake: The Last Crossing of the Lusitania","B00N6PD3GE","Larson, Erik"
"The Invisible History of the Human Race: How DNA and History Shape Our Identities and Our Futures","B00ISEP2BM","Kenneally, Christine"
"Future Crimes: Everything Is Connected, Everyone Is Vulnerable and What We Can Do About It","B00N6PCZMC","Goodman, Marc"
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","B002LHRLNE","Edsel, Robert M."
"The Power of Habit: Why We Do What We Do in Life and Business","B0055PGUYU","Duhigg, Charles"
"How to Cook Everything Fast: A Better Way to Cook Great Food (How to Cook Everything Series Book 6)","B00HK3EVK0","Bittman, Mark"
"Understories","B007UPDCD0","Horvath, Tim"
"Moon Wisconsin (Moon Handbooks)","B00IHGV8VO","Huhti, Thomas"
"Marketplace of the Marvelous: The Strange Origins of Modern Medicine","B00DXKG9RW","Janik, Erika"
"The Martian: A Novel","B00EMXBDMA","Weir, Andy"
"The Good Lord Bird (National Book Award Winner): A Novel","B00AEDDPU0","McBride, James"
"The Men Who United the States: America's Explorers, Inventors, Eccentrics and Mavericks, and the Creation of One Nation, Indivisible","B00BATEINA","Winchester, Simon"
"Iggy Loomis, Superkid in Training","B007HU7NBU","Allison, Jennifer"
"On Such a Full Sea: A Novel","B00C5R722A","Lee, Chang-rae"
"The Interestings: A Novel","B008U4HH54","Wolitzer, Meg"
"The Fault in Our Stars","B005ZOBNOI","Green, John"
"Mr. Peanut (Vintage Contemporaries)","B0036S4A1S","Ross, Adam"
"How to Get Filthy Rich in Rising Asia: A Novel","B008ON449S","Hamid, Mohsin"
"Let Me Off at the Top!: My Classy Life and Other Musings","B00EIGS388","Burgundy, Ron"
"What Color Is Your Parachute? 2014: A Practical Manual for Job-Hunters and Career-Changers","B00BH0VU2E","Bolles, Richard N."
"Zealot: The Life and Times of Jesus of Nazareth","B00BRUQ7ZY","Aslan, Reza"
"Everything Is Perfect When You're a Liar","B007HBLNII","Oxford, Kelly"
"Salt Sugar Fat: How the Food Giants Hooked Us","B00985E3UG","Moss, Michael"
"Double Cross: The True Story of the D-Day Spies","B0075WP9MK","Macintyre, Ben"
"God Is Not Great: How Religion Poisons Everything","B000QUCO4Y","Hitchens, Christopher"
"The Teleportation Accident: A Novel","B009K5093O","Beauman, Ned"
"The Dinner","B008ZPGDX0","Koch, Herman"
"Best Food Writing 2012","B0091LLAU8","Hughes, Holly"
"No Country for Old Men (Vintage International)","B000WJSB4Q","McCarthy, Cormac"
"A Game of Thrones (A Song of Ice and Fire, Book 1)","B000QCS8TW","Martin, George R. R."
"Running the Rift: A Novel","B0061S3W28","Benaron, Naomi"
"The Age of Miracles: A Novel","B005SHPWQC","Walker, Karen Thompson"
"Meditations","B0082XJGRK","Aurelius, Marcus"
"1Q84 (Vintage International)","B004LROUW2","Murakami, Haruki"
"Vegan Sandwiches Save the Day!: Revolutionary New Takes on Everyone's Favorite Anytime Meal","B00968R5M8","Noyes, Tamasin"
"Vegan Sandwiches Save the Day!: Revolutionary New Takes on Everyone's Favorite Anytime Meal","B00968R5M8","Steen, Celine"
"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","B0086MKQSU","Tomsky, Jacob"
"Tell the Wolves I'm Home: A Novel","B005QPI9ZW","Brunt, Carol Rifka"
"Dear Life: Stories (Vintage International)","B0084TWN9K","Munro, Alice"
"Ski-running","B0084C5DZ8","Furse, Katharine Symonds"
"Consider the Fork: A History of How We Cook and Eat","B00918JMYM","Wilson, Bee"
"30 Easy Vegetarian Recipes For Weeknights – Unique Easy Vegetarian Meals (Quick and Easy Dinner Recipes – The Easy Weeknight Dinners Collection)","B009OWM3EG","Kazmierczak, Pamela"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","B005OCHOZS","Jurek, Scott"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","B005OCHOZS","Friedman, Steve"
"Zeitoun","B0036S4ALS","Eggers, Dave"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","B004J4WNL2","Cain, Susan"
"Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0)","B005IQZB14","Strayed, Cheryl"
"Phantom: A Harry Hole Novel (9)","B007QPFGJW","Nesbo, Jo"
"Tiny Beautiful Things: Reese's Book Club: Advice from Dear Sugar","B005V2DUP4","Strayed, Cheryl"
"The End of Money: Counterfeiters, Preachers, Techies, Dreamers--and the Coming Cashless Society","B006YTPR2W","Wolman, David"
"A Hologram for the King","B008FZWLMW","Eggers, Dave"
"Tubes: A Journey to the Center of the Internet","B006FOHWDI","Blum, Andrew"
"Book Lust: Recommended Reading for Every Mood, Moment, and Reason","B003WUYEES","Pearl, Nancy"
"Why Can't Elephants Jump?: And 113 Other Tantalizing Science Questions Answered","B005LW2IMA","New Scientist"
"Madison (WI): History of a Model City","B005H3LC0C","Janik, Erika"
"Headhunters (Vintage Crime/Black Lizard)","B005EGXRVE","Nesbo, Jo"
"Na Pule Kahiko: Ancient Hawaiian Prayers","0960793860","Gutmanis, June"
"Hi Herbal Medicine Kakuna Laau","0896103307","June Gutmanis"
"Around the World in 80 Dinners","B0014Y09O8","Jamison, Bill"
"Around the World in 80 Dinners","B0014Y09O8","Jamison, Cheryl Alters"
"The Night Night Book (Marianne Richmond)","B004Q9TXF4","Richmond, Marianne"
"This Side of Paradise","B000JQUXOS","Fitzgerald, F.Scott (Francis Scott)"
"Backroads of Minnesota: Your Guide to Scenic Getaways & Adventures (A Pictorial Discovery Guide)","B004ZEK8KO","Perich, Shawn"
"Knives at Dawn: America's Quest for Culinary Glory at the Legendary Bocuse d'Or Competition","1439153078","Friedman, Andrew"
"What Do People Do All Day?","0394818237","Scarry, Richard"
"Richard Scarry's Busy, Busy Town","0307168034","Richard Scarry"
"Richard Scarry's Best Storybook Ever (Giant Little Golden Book)","0307165485","Richard Scarry"
"Saxons, Vikings, and Celts: The Genetic Roots of Britain and Ireland","0393330753","Sykes, Bryan"
"The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age","0679781242","Schama, Simon"
"Mothers of Invention: Women of the Slaveholding South in the American Civil War (The Fred W. Morrison Series in Southern Studies)","0807855731","Faust, Drew Gilpin"
"Wake Up: A Life of the Buddha","0670019577","Jack Kerouac"
"Home: A Novel","0374299102","Robinson, Marilynne"
"Richard Scarry's The Great Pie Robbery and Other Mysteries","1402758235","Scarry, Richard"
"Richard Scarry's Great Big Schoolhouse","1402758200","Scarry, Richard"
"Indignation","054705484X","Roth, Philip"
"Proust Was A Neuroscientist","0547085907","Lehrer, Jonah"
"How Fiction Works","0374173400","Wood, James"
"Brother, I'm Dying: National Book Award Finalist (Vintage Contemporaries)","1400034302","Danticat, Edwidge"
"Extraordinary Popular Delusions and the Madness of Crowds","1604594411","MacKay, Charles"
"Tulipmania: Money, Honor, and Knowledge in the Dutch Golden Age","0226301265","Goldgar, Anne"
"Tree of Smoke","0312427743","Johnson, Denis"
"Where the Wild Things Are","0064431789","Maurice Sendak"
"Harold and the Purple Crayon (Purple Crayon Books)","0064430227","Johnson, Crockett"
"What Do You Do with a Tail Like This?: A Caldecott Honor Award Winner (Caldecott Honor Book)","0618256288","Jenkins, Steve"
"What Do You Do with a Tail Like This?: A Caldecott Honor Award Winner (Caldecott Honor Book)","0618256288","Page, Robin"
"The Canon: A Whirligig Tour of the Beautiful Basics of Science","0547053460","Angier, Natalie"
"Then We Came to the End: A Novel","031601639X","Ferris, Joshua"
"A Walk in the Woods: Rediscovering America on the Appalachian Trail","0307279464","Bryson, Bill"
"Oedipus the King, Oedipus at Colonus, and Antigone (Cliffs Notes)","0822007088","Robert J. Milch"
"In Defense of Food: An Eater's Manifesto","1594201455","Pollan, Michael"
"Alice Waters and Chez Panisse: The Romantic, Impractical, Often Eccentric, Ultimately Brilliant Making of a Food Revolution","0143113089","McNamee, Thomas"
"Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History","0340696761","MILTON, Giles"
"What to Expect When the New Baby Comes Home (What to Expect Kids)","0694013277","Murkoff, Heidi"
"The New Baby","0307119424","Mercer Mayer"
"The Cheese Plate","0609604961","McCalman, Max"
"The Cheese Plate","0609604961","Gibbons, David"
"Richard Scarry's Cars and Trucks and Things That Go","0307157857","Scarry, Richard"
"Let's Count (Bob the Builder)","0689846355","Chipponeri, Kelli"
"Excuse Me: A Little Book of Manners (Lift-the-Flap Book)","0448425858","Katz, Karen"
"I Am a Dump Truck","0439916178","Page, Josephine"
"Richard Scarry's Please and Thank You Book (Pictureback)","0394826817","Scarry, Richard"
"The Family That Couldn't Sleep: A Medical Mystery","081297252X","Max, D.T."
"The Ghost Map: The Story of London's Most Terrifying Epidemic--and How It Changed Science, Cities, and the Modern World","1594482691","Johnson, Steven"
"Climbing the Mango Trees: A Memoir of a Childhood in India","1400078202","Jaffrey, Madhur"
"The Life and Times of the Thunderbolt Kid: A Memoir","076791936X","Bryson, Bill"
"My Life in France","1400043468","Child, Julia"
"My Life in France","1400043468","Prud'homme, Alex"
"Nasty Bits","1596913606","Anthony Bourdain"
"The journals of William Fraser Tolmie,: Physician and fur trader","B0006BLPK2","Tolmie, William Fraser"
"Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas","0743284887","Klosterman, Chuck"
"Marathon Woman: Running the Race to Revolutionize Women's Sports","0786719672","Switzer, Kathrine"
"Henry IV, Part 1 (Folger Shakespeare Library)","0743485041","Shakespeare, William"
"Sexual Perversity in Chicago and the Duck Variations: Two Plays (Mamet, David)","080215011X","Mamet, David"
"Runner's World The Runner's Diet: The Ultimate Eating Plan That Will Make Every Runner (and Walker) Leaner, Faster, and Fitter","1594862052","Fernstrom, Madelyn H."
"Runner's World The Runner's Diet: The Ultimate Eating Plan That Will Make Every Runner (and Walker) Leaner, Faster, and Fitter","1594862052","Spiker, Ted"
"Runner's World The Runner's Diet: The Ultimate Eating Plan That Will Make Every Runner (and Walker) Leaner, Faster, and Fitter","1594862052","Editors of Runner's World Maga"
"Sole Sisters: Stories of Women and Running","0740757113","Lin, Jennifer"
"Sole Sisters: Stories of Women and Running","0740757113","Warner, Susan"
"What to Eat","0865477388","Nestle, Marion"
"Insatiable: Tales from a Life of Delicious Excess","0446695106","Greene, Gael"
"Isaac Newton: The Last Sorcerer (British Commonwealth, United States, United Nations, 1993)","073820143X","White, Michael"
"Superstud: Or How I Became a 24-Year-Old Virgin","1400051754","Feig, Paul"
"Garlic and Sapphires: The Secret Life of a Critic in Disguise","0143036610","Reichl, Ruth"
"The God Delusion","0618680004","Dawkins, Richard"
"Mayflower: A Story of Courage, Community, and War","0670037605","Philbrick, Nathaniel"
"The Botany of Desire: A Plant's-Eye View of the World","0375760393","Pollan, Michael"
"Duel in the Sun: Alberto Salazar, Dick Beardsley, and America's Greatest Marathon","1594862621","Brant, John"
"Cheese: A Connoisseur's Guide to the World's Best","1400050340","Max McCalman"
"Counting Kisses","0689834705","Katz, Karen"
"American Pastoral: American Trilogy 1 (Pulitzer Prize Winner) (Vintage International)","0375701427","Roth, Philip"
"A Place of My Own: The Education of an Amateur Builder","0385319908","Pollan, Michael"
"I Feel Bad About My Neck: And Other Thoughts on Being a Woman","0307264556","Ephron, Nora"
"The Tulip: The Story of the Flower That Has Made Men Mad","1582340137","Pavord, Anna"
"Tulipomania : The Story of the World's Most Coveted Flower & the Extraordinary Passions It Aroused","060980765X","Dash, Mike"
"The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography","0385495323","Singh, Simon"
"Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem","0385493622","Simon Singh"
"The Omnivore's Dilemma: A Natural History of Four Meals","1594200823","Pollan, Michael"
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany","1400041201","Buford, Bill"
"Queen of Fashion: What Marie Antoinette Wore to the Revolution","0805079491","Weber, Caroline"
"Setting the Table: The Transforming Power of Hospitality in Business","0060742755","Meyer, Danny"
"The United States of Arugula: How We Became a Gourmet Nation","0767915798","Kamp, David"
"Zero: The Biography of a Dangerous Idea","0140296476","Seife, Charles"
"Bowerman and the Men of Oregon (The Story of Oregon's Legendary Coach & Nikes Co-founder)","1594861900","Moore, Kenny"
"The Big Oyster: History on the Half Shell","0345476387","Kurlansky, Mark"
"Camping Made Easy (Made Easy Series)","0762707496","Rutter, Michael"
"The Force of Reason","0847827534","Fallaci, Oriana"
"Olivia Helps with Christmas","1416907866","Falconer, Ian"
"Olivia Forms a Band","141692454X","Falconer, Ian"
"Food Court Druids, Cherohonkees and Other Creatures Unique to the Republic","0452285623","Lanham, Robert"
"The End of Poverty: Economic Possibilities for Our Time","1594200459","Jeffrey D. Sachs"
"Radio On: A Listener's Diary","0312183011","Vowell, Sarah"
"Death's Acre: Inside the Legendary Forensic Lab, The Body Farm, Where the Dead Do Tell Tales (includes 16 pages of B&W photos)","0399151346","bill bass"
"Death's Acre: Inside the Legendary Forensic Lab, The Body Farm, Where the Dead Do Tell Tales (includes 16 pages of B&W photos)","0399151346","Jon Jefferson"
"Walls and Mirrors: Mexican Americans, Mexican Immigrants, and the Politics of Ethnicity","0520202198","Gutiérrez, David G."
"Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist","0385479689","Maples, William R."
"Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist","0385479689","Browning, Michael"
"Mix Tape: The Art of Cassette Culture","0789311992","Moore, Thurston"
"Chance: A Guide to Gambling, Love, the Stock Market, and Just About Everything Else","1568583168","Aczel, Amir D."
"Brown Bear, Brown Bear, What Do You See?","0805047905","Martin Jr., Bill"
"Brown Bear, Brown Bear, What Do You See?","0805047905","Carle, Eric"
"Counting Kisses: A Kiss & Read Book","068985658X","Katz, Karen"
"Entanglement","0452284570","Aczel, Amir"
"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity","0743422996","Aczel, Amir D."
"Baseball Prospectus 2006: The BP Team of Experts on Baseball Talent","0761139958","Baseball Prospectus Team of Experts"
"Idiot: Beating ""The Curse"" and Enjoying the Game of Life","030723763X","Damon, Johnny"
"Idiot: Beating ""The Curse"" and Enjoying the Game of Life","030723763X","Golenbock, Peter"
"Loose Balls","0671749218","Pluto, Terry"
"The Last Shot: City Streets, Basketball Dreams","0618446710","Frey, Darcy"
"The Best Baby Name Book in the Whole Wide World","0671544632","Bruce Lansky"
"20,001 Names For Baby","0380762277","Wallace, Carol McD."
"First Cut: A Season in the Human Anatomy Lab","031219546X","Carter III, Albert Howard"
"The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two (Revised and Updated Edition)","0316778001","Sears MD, James"
"The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two (Revised and Updated Edition)","0316778001","Sears MD, Robert W."
"The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two (Revised and Updated Edition)","0316778001","Sears MD  FRCP, William"
"The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two (Revised and Updated Edition)","0316778001","Sears RN, Martha"
"Dream Big (Olivia)","0740758187","Falconer, Ian"
"Mesmerism and the End of the Enlightenment in France","0674569512","Darnton, Robert"
"What to Expect: Eating Well When You're Expecting","0761133267","Murkoff, Heidi"
"The Man Who Knew Too Much: Alan Turing and the Invention of the Computer (Great Discoveries)","0393052362","Leavitt, David"
